icao,regid,mdl,type,operator
42426b,vp-bnj,a319,Airbus A319-111,Donavia
424270,vp-bza,b738,Boeing 737-8LJ,Aeroflot
424271,vp-brd,a321,Airbus A321-232,Nordwind Airlines
424275,vp-bjr,c56x,Cessna 560XLS Citation Excel +,Private owner
424277,vp-bny,crj2,Canadair Challenger 850,Private owner
424278,vp-bbq,a320,Raytheon 390 Premier,Private owner
424279,vp-bbt,a319,Airbus A319-112,Donavia
42427a,vp-bbu,a319,Airbus A319-112,Donavia
42427b,vp-bba,crj2,Canadair CRJ-200,Yamal Airlines
42427c,vp-bbn,a320,Airbus A320-232,Yamal Airlines
42427d,vp-bck,b734,Boeing 737-46Q,ATRAN-Aviatrans Cargo Airlines
424280,vp-bbz,b738,Learjet 60,Gama Aviation
424282,vp-bdy,a319,Airbus A319-111,VIM Airlines
424283,vp-bdz,a319,Airbus A319-111,VIM Airlines
424284,vp-bas,b752,Boeing 757-28A,Azur Air
424285,vp-bcn,a320,Boeing 737-3Y0F,Aeroflot Cargo
424286,vp-bdh,b738,Boeing 737-8Q8,S7 Airlines
424287,vp-bdg,b738,Boeing 737-8Q8,S7 Airlines
424288,vp-bdf,b738,Boeing 737-8Q8,S7 Airlines
424289,vp-bbc,crj2,Canadair CRJ-200,Yamal Airlines
42428a,vp-bbe,crj2,Canadair CRJ-200,Yamal Airlines
42428b,vp-bcu,a320,Airbus A320-232,Yamal Airlines
42428d,vp-bdc,a321,Airbus A321-211,Aeroflot
42428e,vp-bcj,b734,Boeing 737-46Q,Aviatrans Cargo Airlines
42428f,vp-bep,b738,Boeing 737-8Q8,Yakutia Airlines
424291,vp-bag,b762,Boeing 767-224,UTair
424292,vp-bai,b762,Boeing 767-224,UTair
424293,vp-bbr,b788,Boeing 787-8 Dreamliner,Azerbaijan Airlines
424294,vp-bal,b762,Boeing 767-224,UTair
424299,vp-bhw,a320,Airbus A320-232,Yamal Airlines
42429a,vp-bdd,a333,Airbus A330-343,Aeroflot
42429b,vp-bde,a333,Airbus A330-343,Aeroflot
42429c,vp-bhb,b772,Boeing 777-2Q8,Orenair
42429e,vp-bie,a320,Airbus A320-214,Ural Airlines
4242a0,vp-bhz,a320,Airbus A320-214,Yamal Airlines
4242a1,vp-bhx,a320,Airbus A320-214,Yamal Airlines
4242a2,vp-bgc,b77w,Boeing 777-3M0,Aeroflot
4242a3,vp-bgd,b77w,Boeing 777-3M0,Aeroflot
4242a4,vp-bgf,b77w,Airbus A319-115CJ,Ajwa Aviation
4242a5,vp-bis,a319,Airbus A319-112,Donavia
4242a6,vp-biv,a319,Airbus A319-115,Donavia
4242a7,vp-bmc,b763,Boeing 767-3Q8,Ikar Airlines
4242a8,vp-bid,a320,Airbus A320-214,Aeroflot
4242a9,vp-bok,gl6t,Bombardier BD700 Global Expres,Private owner
4242aa,vp-bkb,a320,Airbus A320-214,Ural Airlines
4242ab,vp-bla,b772,Gulfstream V,Private owner
4242ac,vp-bfs,b735,Boeing 737-524,UTair Aviation
4242ad,vp-bfw,b735,Boeing 737-524,UTair
4242ae,vp-bkg,a318,Airbus A318-112,Private owner
4242af,vp-bfo,b735,Boeing 737-524,UTair
4242b0,vp-bkw,b734,Boeing 737-4M0,Yamal Airlines
4242b2,vp-bmt,a320,Airbus A320-214,Ural Airlines
4242b3,vp-bmw,a320,Gulfstream G100,Private owner
4242b5,vp-bkd,dh8d,Bombardier Dash 8 Q400,Yakutia Airlines
4242b6,vp-blv,b752,Boeing 757-28A,Azur Air
4242b7,vp-blt,b752,Boeing 757-28A,Azur Air
4242b8,vp-bbm,crj2,Canadair CRJ-200,Yamal Airlines
4242bb,vp-bop,b737,Boeing 737-73W,Longtail Aviation
4242bc,vp-blh,a320,Airbus A320-214,Aeroflot
4242bd,vp-blr,a320,Gulfstream G550,Private owner
4242be,vp-bnt,a320,Airbus A320-214,Aeroflot
4242bf,vp-bog,a320,Airbus A320-214,S7 Airlines
4242c0,vp-boj,a320,Airbus A320-214,S7 Airlines
4242c2,vp-blp,a320,Airbus A320-214,Aeroflot
4242c3,vp-bnl,a320,Gulfstream V,
4242c4,vp-bll,a320,Airbus A320-214,Aeroflot
4242c5,vp-bjf,b772,Boeing 777-21B,Nordwind Airlines
4242c6,vp-bnn,a319,Airbus A319-111,Donavia
4242cd,vp-bpb,b752,Boeing 757-231,Azur Air
4242ce,vp-bte,a319,Airbus A319-112,Ural Airlines
4242cf,vp-btf,a319,Airbus A319-112,Ural Airlines
4242d0,vp-btz,a320,Airbus A320-214,Ural Airlines
4242d1,vp-boq,b763,Boeing 767-304,Nordwind Airlines
4242d3,vp-bvc,crj1,Canadair CRJ-100,Rusline
4242d4,vp-bvd,crj1,Canadair CRJ-100,Rusline
4242d6,vp-bvp,a321,Airbus A321-211,Ural Airlines
4242d7,vp-boz,b763,,
4242d9,vp-boc,a321,Airbus A321-211,Aeroflot
4242da,vp-boe,a321,Airbus A321-211,Aeroflot
4242dc,vp-brf,b738,Boeing 737-8LJ,Aeroflot
4242df,vp-bug,b738,Boeing 737-86J,S7 Airlines
4242e0,vp-brh,b738,Boeing 737-8LJ,Aeroflot
4242e1,vp-btr,a321,Airbus A321-211,Aeroflot
4242e2,vp-btg,a321,Airbus A321-211,Aeroflot
4242e3,vp-btl,a321,Airbus A321-211,Aeroflot
4404ae,oe-aaw,dv20,Diamond DA-20-A1 Katana,Private owner
4404c4,oe-atf,c150,Reims Cessna F150L Aerobat,FlyWest Flight Trainning
4404c5,oe-kes,p28r,Piper PA28R-201T,Private owner
4404cc,oe-lgl,dh8d,Bombardier Dash 8 Q400,Austrian Airlines
4404d4,oe-lgn,dh8d,Bombardier Dash 8 Q400,Austrian Airlines
4404d5,oe-lgm,dh8d,Bombardier Dash 8 Q400,Austrian Airlines
4404de,oe-flu,da42,Diamond DA42 Twin Star,Private owner
4404e0,oe-lec,a320,Airbus A320-214,Niki
4404e1,oe-lef,a320,Airbus A320-214,Niki
4404e3,oe-ahm,dv20,Diamond DV20 Katana 100,Private owner
4404e4,oe-dkt,p28a,Piper PA-28-181 Cherokee Arche,Private owner
4404e6,oe-fdp,sc7,Short SC7 Skyvan S3,Pink Aviation Services
4404ee,oe-xac,as50,Aerospatiale AS-350B2 Ecureuil,Heliservice Salzburg GmbH
4404f2,oe-fan,c441,Cessna 441 Conquest 2,BACH Flugbetriebs
4404f4,oe-ecp,tbm8,Socata TBM 850,Private owner
4404fe,oe-eni,c208,Cessna 208 Caravan,Private owner
440502,oe-ddc,da40,Diamond DA40D Star,Ostend Air College
440506,oe-fcc,da42,Diamond DA42 Twin Star,Private owner
440507,oe-daz,c182,Cessna 182T Skylane,Private owner
440527,oe-adg,dv20,Diamond DA20 Katana,Private owner
440535,oe-kde,da40,Diamond DA-40 NG,Private owner
440537,oe-dnr,p28r,Piper PA-28R-200 Cherokee Arro,"Hans Lohr GmbH, Wien"
44053f,oe-kfl,da40,Diamond DA.40NG Star,Private owner
440549,oe-lbv,a320,Airbus A320-214,Austrian Airlines
440551,oe-leg,a320,Airbus A320-214,Niki
440552,oe-leh,a320,Airbus A320-214,Niki
440553,oe-lew,a321,Airbus A321-211,Niki
440558,oe-lez,a321,Airbus A321-211,Niki
440570,oe-lmk,e170,Embraer ERJ-170,People's Viennaline
440575,oe-iap,b734,Boeing 737-4M0,TNT Airways
440588,oe-iaq,b734,Boeing 737-4M0,TNT Airways
4405a3,oe-iar,b734,Boeing 737-4M0F,TNT Airways
4405a8,oe-iat,b734,Boeing 737-4M0,TNT Airways
4405a9,oe-ias,b734,Embraer ERJ-135BJ,Private owner
4405bf,oe-ade,rall,Socata MS-893E Rallye 180GT,Private owner
4405c4,oe-fba,da42,Diamond DA42 Twin Star,Private owner
4405d6,oe-ahk,rv12,Vans RV-12,Private owner
4405d7,oe-fcl,da42,Diamond DA42 Twin Star,Private owner
4405dd,oe-lux,a318,Airbus A318-112CJ Elite,Tyrolean Jet Services
4405e2,oe-dsw,c182,Cessna 182T Skylane,Private owner
4405e5,oe-kgf,be35,Beech K35 Bonanza,Private owner
4405f5,oe-vrx,da42,Diamond DA42 Twin Star,Private owner
44060e,oe-gth,b350,Beech 300 Super King Air 350,Air Independence
440634,oe-dum,c206,Cessna U206F Stationair,Private owner
440635,oe-chb,dv20,Diamond DA-20-A1 Katana,Private owner
44064e,oe-fjw,da42,Diamond DA-42 NG Twin Turbo,Private owner
440659,oe-fvi,da42,Diamond DA42NG Twin Star,Private owner
44065b,oe-lbw,a320,Airbus A320-214,Austrian Airlines
44065c,oe-lbx,a320,Airbus A320-214,Austrian Airlines
440665,oe-lbi,a320,Airbus A320-214,Austrian Airlines
440666,oe-lbj,a320,Airbus A320-214,Austrian Airlines
440667,oe-lbk,a320,Airbus A320-214,Austrian Airlines
440668,oe-lbl,a320,Airbus A320-214,Austrian Airlines
440669,oe-lbm,a320,Airbus A320-214,Austrian Airlines
44066b,oe-lel,a320,Airbus A320-214,Niki
440688,oe-ley,a320,Airbus A320-214,Niki
440692,oe-irf,b737,Boeing 737-7JU,Art Aviation
440699,oe-lib,at76,ATR 72-600,Intersky
4406a1,oe-ibz,b733,Boeing 737-34S,TNT Airways
4406aa,oe-lid,at76,ATR 72-600,Intersky
4406b2,oe-fdg,da42,Diamond DA42 Twin Star,Private owner
4406bc,oe-ldm,dc6,Douglas DC-6B,Red Bull - The Flying Bulls
4406be,oe-aae,dv20,Diamond DA20-A1,Private owner
4406c1,oe-aom,wt9,AeroSpool Dynamic WT9 LSA,Private owner
4406ca,oe-lov,a319,Airbus A319-115,Tyrolean Jet Services
4406d8,oe-lip,a319,Airbus A319-115,Tyrolean Jet Services
4406de,oe-lpe,b772,Boeing 777-2Q8,Austrian Airlines
4406f4,oe-vsa,da62,Diamond DA-62,Diamond Aircraft
4406fa,oe-ecg,p46t,Piper PA-46-500TP Malibu Merid,Private owner
44071e,oe-ljg,a319,Airbus A319-115,MJet
440726,oe-kjw,s22t,Cirrus SR-22T,Private owner
440727,oe-fvr,da42,Diamond DA-42 Twin Star,Private owner
440728,oe-far,da42,Diamond DA-42NG Twin Star,Private owner
440729,oe-fmm,p68,Partenavia P-68,Private owner
440737,oe-fkz,da42,Diamond DA42NG,Private owner
44075c,oe-afz,wt9,Aerospool Dynamic WT-9,Flugsportzentrum Tirol
440760,oe-ibw,b734,Boeing 737-4Q8,TNT Airways
44076a,oe-xls,ec35,A̩rospatiale AS 350B Ecureuil,Heli Austria
44076c,oe-kmr,s22t,Cirrus SR22 GTS Turbo,Private owner
440777,oe-lgo,dh8d,Bombardier Dash 8 Q400,Austrian Airlines
440778,oe-lgp,dh8d,Bombardier Dash 8 Q400,Austrian Airlines
440779,oe-lgq,dh8d,Bombardier Dash 8 Q400,Austrian Airlines
44077a,oe-lgr,dh8d,Bombardier Dash 8 Q400,Austrian Airlines
44078c,oe-ekz,c208,Cessna 208 Caravan,Salzburg Jet Aviation
44078d,oe-esm,pc12,Pilatus PC12/47E,Private owner
440790,oe-egt,p46t,Piper PA-46-500TP Malibu Merid,Private owner
440794,oe-gec,lj75,Learjet 75,Speedwings Executive
440795,oe-iae,b734,Boeing 737-4Q8,TNT Airways
440798,oe-fgf,c340,Cessna 340A,Private owner
4407a0,oe-kgg,m20t,Mooney M-20M,Private owner
4407a5,oe-idw,a320,Airbus A320-232,GECAS
4407a6,oe-idx,a320,Airbus A320-232,GECAS
4407b4,oe-gfm,b350,Beechcraft Corp	B300 King Air,Airlink Luftverkehrsgesellscha
4407b9,oe-lfb,b752,Boeing 757-23A,TNT Airways
4407ba,oe-iaf,b734,Boeing 737-4Y0,TNT Airways
4407c1,oe-lnb,a319,Airbus A319-112,Niki
4407c2,oe-lna,a319,Airbus A319-112,Niki
4407c3,oe-des,s22t,Cirrus SR-22T,Airlink
4407cc,oe-iag,b734,Gulfstream G450,MJet
4407d4,oe-krj,da40,Diamond DA 40NG,Private owner
4407d9,oe-lnc,a319,Airbus A319-112,Niki
4407da,oe-lnd,a319,Airbus A319-112,Niki
4407e0,oe-axt,bl8,American Champion 8KCAB,Private owner
4407e3,oe-luv,e190,Embraer Lineage 1000,International Jet Management
4407e8,oe-iaj,b734,Boeing 737-476,TNT Airways
4407ec,oe-lne,a319,Airbus A319-112,Niki
4407ee,oe-dtm,be33,Beech F33A Bonanza,Private owner
4407f0,oe-xai,a139,AgustaWestland AW139,Private owner
4407f3,oe-len,a320,Airbus A320-214,Niki
4407fd,oe-fub,da42,Diamond DA42 Twin Star,Private owner
4407ff,oe-fsj,da42,Diamond DA-42 NG Twin Turbo,Private owner
440800,oe-xmo,r44,Robinson R44 Raven II,Thomas Morgenstern
440810,oe-led,a320,Airbus A320-214,Niki
44081c,oe-fax,da42,Tecnam P2006T,Private owner
440820,oe-lwd,e195,Embraer ERJ-195LR,Austrian Airlines
440bb7,oe-law,b763,Boeing 767-3Z9ER,Austrian Airlines
440bb8,oe-lax,b763,Boeing 767-3Z9ER,Austrian Airlines
440c7b,oe-lfh,f70,Fokker 70,Austrian Airlines
440c84,oe-lfp,f70,Fokker 70,Austrian Airlines
440c87,oe-lat,b763,Boeing 767-31AER,Austrian Airlines
440c8c,oe-lba,a321,Airbus A321-111,Austrian Airlines
440c8d,oe-lbb,a321,Airbus A321-111,Austrian Airlines
440c8e,oe-lbc,a321,Airbus A321-111,Austrian Airlines
440c9b,oe-lfq,f70,Fokker 70,Austrian Airlines
440c9c,oe-lfr,f70,Fokker 70,Austrian Airlines
440cc2,oe-gbb,d328,Dornier 328-110,Welcome Air
447d15,3h-fa,pc7,Pilatus PC-7,Austrian Air Force
447d17,3h-fc,pc7,Pilatus PC-7,Austrian Air Force
447d18,3h-fd,pc7,Pilatus PC-7,Austrian Air Force
447d1a,3h-ff,pc7,Pilatus PC-7 Turbo Trainer,Austrian Air Froce
447d1d,3h-fj,pc7,Pilatus 	PC-7,Austrian Air Force
447d1f,3h-fm,pc7,Pilatus PC-7 Turbo Trainer,Private owner
447d29,6m-bi,h60,Sikorsky 	S-70A-42,Austrian Air Force
447d34,5d-hk,b212,Agusta-Bell AB 212ASW,Austrian Air Force
448453,oo-abs,m20p,Mooney M-20F,Private owner
4485c4,oo-and,sr22,Sirrius SR-22,Private owner
44866c,oo-asl,be20,Beech B200C Super King Air,Air Service Liege
4486c1,oo-ava,pa34,Piper PA-34-220T Seneca V,Private owner
4486f4,oo-awt,c172,Reims Cessna F172M Skyhawk,Vliegclub Grimbergen
448a2b,oo-bqk,ball,Lindstrand LBL-260A,Private owner
448c2e,oo-can,b738,Boeing 737-8AS,Jetairfly
448cc7,oo-cfg,da42,Diamond DA42 Twin Star,Private owner
448d32,oo-cir,c172,Cessna 172N Skyhawk,Private owner
448d50,oo-cjp,c414,Cessna 414A Chancellor,Private owner
448d63,oo-ckc,c182,Cessna 182S,Private owner
448e84,oo-ctd,dr40,Robin DR400/140B Major,
44902a,oo-daj,m20p,Mooney M20J Model 201,Private owner
4490ca,oo-dfj,m20p,Mooney M20J Model 201,Private owner
4492e1,oo-dwa,rj1h,Avro RJ100,Brussels Airlines
4492e2,oo-dwb,rj1h,Avro RJ100,Brussels Airlines
4492e3,oo-dwc,rj1h,Avro RJ100,Brussels Airlines
4492e4,oo-dwd,rj1h,Avro RJ100,Brussels Airlines
4492e5,oo-dwe,rj1h,Avro RJ100,Brussels Airlines
4492e6,oo-dwf,rj1h,Avro RJ100,Brussels Airlines
4492e7,oo-dwg,rj1h,Avro RJ100,Brussels Airlines
4492e8,oo-dwh,rj1h,Avro RJ100,Brussels Airlines
4492e9,oo-dwi,rj1h,Avro RJ100,Brussels Airlines
4492ea,oo-dwj,rj1h,Avro RJ100,Brussels Airlines
4492eb,oo-dwk,rj1h,Avro RJ100,Brussels Airlines
4492ec,oo-dwl,rj1h,Avro RJ100,Brussels Airlines
4493e8,oo-d44,ulac,B & F Technik FK-9 Mk.3 Utilit,Private owner
4494c3,oo-efc,sr22,Cirrus SR22,Private owner
449586,oo-elf,da42,Diamond DA42 Twin Star,Private owner
4498c2,oo-ffb,c208,Cessna 208B Super Cargomaster,Private Owner
4499b8,oo-fmx,c172,F172N Skyhawk II,Royal Aero Para Club de Spa
4499f8,oo-fox,pa46,Piper PA46-350P Malibu Mirage,Private owner
449a02,oo-fpb,c55b,Cessna 550 Citation Bravo,Flying Service
449ab3,oo-fus,c208,Cessna 208B Grand Caravan,Private owner
449ca5,oo-gee,pc12,Pilatus PC12/47E,Private owner
449d0d,oo-ghm,pa34,Piper PA-34-220T,Private owner
449da3,oo-gmc,pa34,Piper PA-34-200T,Private owner
449daa,oo-gmj,b350,Beech 300 Super King Air 350,Air Service Liege
449ded,oo-gom,c182,Cessna FR182 Skylane,Private owner
449e13,oo-gps,c404,Cessna 404,Private owner
449e6d,oo-gsm,c182,Cessna FR182 Skylane RG,Private owner
44a20b,oo-hpk,co6t,Cessna U206G,Sportparachutistenclub Hoeven
44a3c1,oo-h05,echo,Tecnam P-92 Echo,Private owner
44a3d0,oo-h20,c42,Ikarus C42B,West Aviation Club
44a5ce,oo-inn,be20,Beech B200 Super King Air,Abelag Aviation
44a683,oo-itc,pa31,Piper 	PA-31-350 Navajo,Private owner
44a821,oo-jaa,b738,Boeing 737-8BK,Jetairfly
44a824,oo-jad,b738,Boeing 737-8K5,Jetairfly
44a826,oo-jaf,b738,Boeing 737-8K5,Jetairfly
44a828,oo-jah,b738,Boeing 737-8K5,Jetairfly
44a82f,oo-jao,b737,Boeing 737-7K5,Jetairfly
44a831,oo-jaq,b738,Boeing 737-8K5,Jetairfly
44a832,oo-jar,b737,Boeing 737-7K5,Jetairfly
44a833,oo-jas,b737,Boeing 737-7K5,Jetairfly
44a835,oo-jau,b738,Boeing 737-8K5,Jetairfly
44a836,oo-jav,b738,Boeing 737-8K5,Jetairfly
